checked_at,AA1892,AA2027,AA2388,AA2712,DL3951,DL4057,DL4119,UA1664,UA5425
2026-08-19 00:41:38,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 00:51:38,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 01:01:47,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 01:11:38,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 01:21:38,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 01:31:49,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 01:41:42,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 01:51:39,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 02:01:51,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 02:12:13,79.00,79.00,79.00,,,79.00,79.00,79.00,
2026-08-19 02:21:51,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 02:31:41,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 02:41:54,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 02:52:02,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 03:01:52,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 03:11:44,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 03:21:48,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 03:31:49,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 03:41:44,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 03:51:41,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 04:01:51,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 04:11:56,79.00,79.00,79.00,,,79.00,79.00,79.00,
2026-08-19 04:22:02,79.00,79.00,79.00,,,79.00,79.00,79.00,
2026-08-19 04:31:48,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 04:41:38,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 04:51:47,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 05:01:48,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 05:11:46,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00
2026-08-19 05:21:36,79.00,79.00,79.00,79.00,79.00,79.00,119.00,79.00,79.00
2026-08-19 05:31:50,79.00,79.00,79.00,79.00,79.00,79.00,119.00,79.00,79.00
2026-08-19 05:41:40,79.00,79.00,79.00,79.00,79.00,79.00,119.00,79.00,79.00
2026-08-19 05:51:48,79.00,79.00,79.00,79.00,79.00,79.00,119.00,79.00,79.00
2026-08-19 06:01:44,79.00,79.00,79.00,79.00,79.00,79.00,119.00,79.00,79.00
2026-08-19 06:11:40,79.00,79.00,79.00,79.00,79.00,79.00,119.00,79.00,79.00
2026-08-19 06:21:44,79.00,79.00,79.00,79.00,79.00,79.00,119.00,79.00,79.00
2026-08-19 06:31:44,79.00,79.00,79.00,79.00,79.00,79.00,119.00,79.00,79.00
2026-08-19 06:41:41,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 06:51:44,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 07:01:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 07:11:52,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 07:21:48,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 07:31:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 07:41:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 07:51:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 08:01:51,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 08:11:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 08:21:38,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 08:31:48,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-19 08:41:40,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 08:51:41,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 09:01:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 09:11:41,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 09:21:40,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 09:31:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 09:41:38,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 09:51:40,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 10:01:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 10:11:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 10:21:40,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 10:31:40,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 10:41:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 10:51:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 11:01:48,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 11:11:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 11:21:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 11:31:41,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 11:41:38,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 11:51:53,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 12:01:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 12:11:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 12:21:51,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 12:31:49,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 12:41:54,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 12:51:40,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 13:01:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 13:11:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 13:21:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 13:31:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 13:41:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 13:51:48,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 14:01:54,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 14:11:52,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 14:21:48,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 14:31:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 14:41:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 14:51:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 15:01:49,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 15:11:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 15:21:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 15:32:12,79.00,79.00,79.00,,,79.00,149.00,79.00,
2026-08-19 15:41:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 15:51:54,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 16:01:53,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 16:11:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 16:21:48,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 16:31:49,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 16:41:52,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 16:51:51,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 17:01:53,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 17:11:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 17:21:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 17:31:49,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 17:41:51,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 17:51:41,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 18:01:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 18:11:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 18:21:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 18:31:54,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 18:41:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 18:51:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 19:01:51,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 19:11:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 19:21:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 19:31:52,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-19 19:41:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 19:51:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 20:01:53,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 20:11:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 20:21:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 20:31:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 20:41:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 20:51:56,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 21:01:55,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 21:11:49,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 21:21:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 21:31:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 21:41:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 21:51:41,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 22:01:56,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 22:11:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 22:21:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 22:31:48,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 22:41:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 22:51:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 23:01:51,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 23:11:49,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 23:21:41,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 23:31:52,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 23:41:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-19 23:51:44,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 00:02:00,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 00:11:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 00:21:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 00:31:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 00:41:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 00:51:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 01:01:52,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 01:11:57,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 01:21:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 01:31:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 01:41:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 01:51:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 02:01:58,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 02:11:52,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 02:21:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 02:31:55,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 02:41:50,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 02:51:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 03:01:54,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 03:11:49,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 03:21:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 03:31:55,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 03:41:48,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 03:51:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 04:01:54,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 04:11:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 04:21:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 04:31:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 04:41:41,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 04:51:43,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 05:01:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 05:11:46,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 05:21:48,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 05:31:49,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 05:41:45,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 05:51:47,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 06:01:53,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 06:11:42,79.00,79.00,79.00,79.00,79.00,79.00,149.00,79.00,79.00
2026-08-20 06:21:49,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 06:31:49,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 06:41:44,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 06:51:41,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 07:01:53,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 07:11:46,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 07:21:42,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 07:31:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 07:41:44,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 07:51:44,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 08:01:50,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 08:11:42,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 08:21:45,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 08:31:52,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 08:41:42,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 08:51:45,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 09:01:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 09:11:42,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 09:21:43,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 09:31:46,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 09:41:41,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 09:51:50,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 10:01:48,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 10:11:36,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 10:21:49,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 10:31:47,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 10:41:47,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 10:51:48,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-20 11:01:58,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 11:11:46,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 11:21:48,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 11:31:53,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 11:41:47,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 11:51:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 12:01:57,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 12:11:47,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 12:21:46,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 12:31:50,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 12:41:46,,,79.00,79.00,79.00,,79.00,,79.00
2026-08-20 12:51:53,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 13:02:15,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 13:11:49,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 13:21:44,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 13:31:52,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 13:41:47,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 13:52:00,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 14:02:04,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 14:11:56,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 14:21:51,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 14:31:50,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 14:41:50,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 14:51:55,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
2026-08-20 15:01:56,79.00,79.00,79.00,79.00,79.00,79.00,189.00,79.00,79.00
