checked_at,watch_id,origin,destination,departure_date,flight_number,price,ok,error
2026-08-04T06:55:31.292648+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:00:17.279182+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:00:20.512799+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:00:23.874694+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:00:27.143820+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:05:12.787126+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:05:16.187233+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:05:19.700915+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:05:23.090182+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:10:13.076903+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:10:16.381422+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:10:19.680107+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:10:23.049634+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:15:15.263268+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:15:18.771021+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:15:21.934793+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:15:25.265161+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:20:19.248354+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:20:22.578110+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:20:25.876499+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:20:29.152159+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:25:12.936583+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:25:16.197757+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:25:19.815415+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:25:23.070300+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:30:14.965067+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:30:18.281677+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:30:21.591293+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:30:24.877601+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:35:20.736802+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:35:24.230554+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:35:27.529923+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:35:30.957976+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:40:12.892010+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:40:16.171816+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:40:19.454122+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:40:22.752758+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:45:21.172623+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:45:24.437632+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:45:27.674559+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:45:30.951279+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:50:13.460483+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:50:16.767549+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:50:20.131151+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:50:23.364753+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T07:55:10.451837+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T07:55:13.742589+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T07:55:17.036430+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T07:55:20.362444+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T08:00:27.469061+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T08:00:30.750432+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T08:00:34.073219+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T08:00:37.432125+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T08:05:22.619655+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T08:05:25.884406+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T08:05:29.209519+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T08:05:32.429679+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T08:10:16.788472+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T08:10:20.289893+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T08:10:23.612380+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T08:10:26.911331+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T08:15:16.259246+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T08:15:19.655974+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T08:15:23.059570+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T08:15:26.355927+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T08:20:16.776439+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T08:20:20.152406+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T08:20:23.508452+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T08:20:26.775497+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T08:25:19.743490+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T08:25:23.085589+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T08:25:26.424116+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T08:25:29.673954+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T08:30:14.668633+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T08:30:18.064138+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T08:30:21.369945+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T08:30:24.577715+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T08:35:21.612067+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T08:35:24.901394+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T08:35:28.301781+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T08:35:31.617321+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
